Suggest_Solutions,Comments
1,Please make sure code like puts X is avoided. Remove them and commit the code again. Builds are failing. See the Travis�CI build details and�code climate errors and fix them
1,"Function, variable names are ok but there were ruby coding style issues like not using elsif blocks, not keeping code concise and�not following ruby syntax.� Scripts for converting non UTF-8 files is a good approach."
1,� Convert�if�nested inside�else�to�elsif. Unused variable�key inside remove_non_utf8 method.� �
1,"1) No, function length is good 2) No. they are apt. 3) comments are not included, which makes it hard to follow, as the changes are not regarding functionality rather than system implementation, comments should have been elaborate and detailing why the change is done 4) Yes they did 5) No. the code was DRY and reused efficiently"
1,Cannot test the code as the application is not opening and the videos uploaded are binary files.
1,"http://152.46.18.195:8080 � is not working. Also, the video is not running, Please upload in youtube."
1,The written explanation is good. Add few screenshots�of the change to be able to understand the changes done visually.
1,"Yes it explains with clarity the issue at hand, UTF-8 only support & how that causes trouble. Also improper formatting of HTML tags."
1,"The document directly dives into issue, they could have provided more information on different scenarios that are currently facing the said issue and its magnitude. This could have been helpful to counteract the problem in the future in other scenarios"
1,They have included test plan but few examples and screenshot of their work would have been a plus point.
1,"Testing is done manually and there is mention of automated tests in the wiki but no files are seen. It's better to provide all links like github code, testing videos and wiki while submitting on expertiza. �"
1,The folders/binary files in the drive cannot be played. Can you upload the video on YouTube so that it is easy for everyone?
1,"Yes, it does explain but could have added more details to make it clear.�"
1,Proper naming conventions are followed for variables and methods and classes. The only thing I think can be improved is dummy names for files and hyperlinks.
1,"There are some duplicate codes could substitute with ""before"" statement. For example, line 100 are exactly the same with line 108, it is better to use ""before"" even if there is only one line duplicate.��"
1,Overall the team has done good job in maintaining Ruby Style guide. The team could add more comments and reduce code redundancy in scores() method.
1,"I feel that they have achieved a 100% test coverage, although the design principles or patterns used haven't been listed. Listing that would help understand the testing strategy used."
1,"Since it's a test project, there are not much design patterns to follow, but they should list what tech they used to test the rb file."
1,The authors mention that they have followed DRY Testing practices but there are few test cases where they have not� implemented it. For example scores(questions) method. I would recommend to make the use of factories. Overall well written test cases. �
1,"The test plan is too elaborate and doesn't exactly cover different pre-conditions, edge cases, invalid input values, and other possibilities under the corresponding headers. Please include this as it improves the readablity and understanding."
1,"The Wiki has all the relevant information though I feel it needs to be a bit more organized. The titles and order need to change. The content needs to be placed at proper places. For example, test plan lists all the test cases and code, which�according to me should be covered in the implementation."
1,"The wiki talk about what they have done throughly, it could be better if they have mention about how they do that.�"
1,"The writeup describes briefly and clearly what the AssignmentTeam class does in the expertiza project. It has also given the details on the test plan, test cases and explained the use of RSpec testing framework and factories. I would suggest to add a link to their video that shows the tests running in the wiki page. All in all good work!"
1,There is no Test Plan yet implemented in the wiki documentation. Be sure that when you include this section that you make the inclusions specific and intentional.
1,The team has not included a Test plan that models their tasks for running the test cases. It should list the overall procedure adopted by the team from scratch to getting the tests running.�
1,"I am unable to find the file review_response_map_spec in the github repo that was supplied. However, there was a ruby file that was attached in the submission. The variable names are also clear and unambiguous. This file is incomplete but the tests that are complete seem to follow appropriate syntax and guidelines. I would suggest to add some describe and context blocks that would clarify the purpose of each test case rather than just have the it statement saying the name of the method being tested. Keep working to finish up the remaining tests in this fashion and it would be great."
1,The functionality added to the pull request is reaonable and makes use of appropriate keywords. It could be improved by giving names according to convention like feed_ back_ review_response_map could just be feed_back as jt is part of the review response map model file.
1,The code seems to set up a large list of factories only to then in many cases make these redundant by creating mocks for each test case. It is unclear what the code is trying to do and many of the test cases are large with many mocks with stubbed methods. It would be helpful if explanation for the code was given. When using factories it is generally unnecessary to stub the all the methods of these factories as they are in fact actual instances of the class. The code not very DRY. In many the cases the mocks and stubbed methods could be moved to a before_all or before_each block.�
1,"Except the lack of comments in the code, the code seems to be perfectly fine. Could be improved in that scenario."
1,"As mentioned in the above comment, Add these describe and context statements to further comment on the purpose of your test cases. This makes it easier to understand the why the test is there, I also find that it helps to clarify to the developer that the test is necessary."
1,The code written by the team includes the basic functionality needed to run the test cases. Some improvements might include keeping a function short like diving the import function into multiple contexts or reducing reduntant code by using the mock built.
1,Many tests are not yet implemented. More testing of the author's work in handling edge cases will be done in round two of reviews.
1,"I believe the wiki is not complete. However, the content that is included so far does aid in the explanation of the project purpose. More elaboration and completion of additional sections such as the testing design and implementation of tests will help to fully clarify the project purpose to the reader."
1,"The writeup is sufficient in itself, but not as exhaustive or easy to understand from the perspective if an outsider. The author could have elaborated more on the problem statement, and how it related with expertiza. Also, instead of directly jumping to the implementation, the author could have explained a little bit more about why and what was the approach taken by the author."
1,The Write Up can be improved by explaining all the Methods which are tested
1,The wiki document for the project does not provide enough details about the project and the task performed by the team. It contains of only a rough overview of the project at this stage. It does not reveal much about the functionality of the program.
1,There is not a specific Test Plan section in the wiki. There is a Work to be Done section that discusses the work that should be completed for project success. I would suggest rearranging or rename this section and continue to describe your plan of attack for testing.
1,"There is a section titled Test Plan. However, it does not seem to be a plan or give an outline for the development of the code. Instead it describes what the methods do, but shows the testing code for the method. This is confusing as no explanations are given for the coding design."
1,The writeup does not include the Test Plan section. It is suggested that the team add the section and include a number of different aspects such as specifying the edge cases and preconditions considered while working on the test cases.
1,"Little explanation for the code is given. The only case in which code is explained comes in the section titled Test Plan under the subsection Mock Instance. Here, it is mentioned that the project uses mocks to aid in testing functionality. However, the code example is actually of factories, a different but related concept. It is unclear if this is a typo or a misunderstanding because in later code snippets mocks do appear."
1,"The writeup lists the task to be performed under the Work to be Done section. It enlists the criteria required to be achieved as part of the project submission. The team can adopt a workflow that can give details about how the team managed to reach the current implementation such as understanding the files involved, steps taken for setting the expertiza environment etc."
1,covered all the edge cases but have not provided any explanation.�
1,"There�are some instances of variable names that are concatenated with numbers, for example answer2, questionnaire2 etc. While this approach can be justified in some cases, I would suggest using more descriptive names instead or arrays if multiple instances are required. For example team could be used instead of team1 because that is the only Team instance variable in the source code."
1,The code does follow all the standards and steps to cover all the test cases. Could include some more comments to make the code self explanatory.�
1,"The source code is mostly following standard Ruby practices, but there is a room for improvement. Firstly, the source contains large chunks of code blocks that are commented out. I would suggest removing those chunks as they reduce the overall readability. Given chunks can always be�retrieved via commit history. Secondly, some application level objects like Answer or Criterion are used to create corresponding instances as opposed to mocks. It would be better if the authors either used mocks or provided the reasoning for this decision."
1,"Code is nicely written and runs well. However, more edge cases should be included. For example, each function should be tested for a known success case and an edge case or potential failure."
1,"The wiki looks too long with a lot of code. It does have all the code and test cases, but its better to have git links to each code and more explanation of the code used above it in the wiki. This will help the readers to compare the changes in the code with the explanation parallelly."
1,"The wiki page is divided into some nice sections, however the authors have just included the code as it is without any description of the work that they have done."
1,"�Its a good write up, additionally you could try to explain method and test rather than including all the test cases"
1,"The wiki defines the primary goal of the project but it does not contain a discussion about the plan or strategy that is utilized to solve the problem. Raw code is copied from review_response_map.rb and review_response_map_spec.rb files, however this does not give the reader any useful information.� I would suggest replacing the review_response_map.rb code with a short description of what the team needed to understand about the given code in order to write the test suite. Furthermore, the team can provide a listing of higher level method descriptions from review_response_map_spec.rb, what are the expectations and which mock objects are being used to achieve the result. One minor improvement would be removing parts like Expertiza description (http://wiki.expertiza.ncsu.edu/index.php/CSC/ECE_517_Fall_2018/E1850._Write_unit_tests_for_review_response_map.rb#Background) because it is redundant in this context."
1,"As this rubric calls for the need of a section - Test Plan, I suggest adding it and including the work done in that section along with why a particular test has been written."
1,"The Test Plan is not defined formally in the wiki. Instead the reader has to reason about the provided code itself. Given test suite covers every method of the object under test. ~70% Coverage is achieved. It would be better for the team to define the test plan and decouple it from the actual code. This could be done by firstly stating all the 'describe' constructs, methods that they are testing and secondly,�elaborating�by listing their descriptions."
1,"All the functionalities are listed and code also attached for the same. But, if the code changes were highlighted in color as in git, then its better comparable."
1,The wiki page is divided into some great sections that provide details about the project.�I appreciate that the team provided actual code snipits along with explanation of the test to afford the reader a deeper understanding. The first paragraph in the design section is a bit hard to follow. It would be helpful to have this explanation accompanied by the tests these stubs were associated with and/or the actual implementation of these stubs for a better grasp of their purpose. I�would recommend combining the test and design sections for a easier flow of reading and following test implementations. Thank you for the Results section of the wiki that wraps up the project and is an easy point of reference for the reader to see the outcome of the project.�
1,The wiki does not include any discussions about design principles or patterns that were used in the project.� One thing that stands out in the code is that every mock object is defined at the start of the file. The team could provide a rationale for this decision and why it is superior to for example using different mocks for each separate test suite.
1,"The wiki for this project contains tons of useful information about testing and rspec. I am not sure that some of it needs to be explained to the current extent�(example: what unit testing and TDD is or the environment set up). They are nice to include but maybe less as the purpose of the project is not to educate on those topics. Overall, this wiki did an outstanding job of describing the purpose of the project."
1,"I felt the section ""conditions tested in menu"" could have been more verbose."
1,The code follows the DRY principle and the Ruby style guide for writing the test cases. The code could be improved by providing comments. The code contains optimum length methods and the variables and functions have been properly named.
1,"The tests describe the code they are testing not the behavior/functionality. Like for ""In this scenario, the controller_action attribute of the menu item is unavailable. In this case, the expectation is that a customized path�is assigned to the URL variable."" This just specifies what�variable�is being updated and I have no idea what workflow it represents. This is at least a brittle description for a test. Suppose tomorrow the variable is removed or some function ends up calculating the value, while the test it self might pass if the change was passive, the description is now stale and will confuse any user trying to update the tests.�"
1,The Menu test case violates the DRY principle. The team can make use of factories to get rid of code redundancy. Overall good work!
1,"All the names are intuitive and reasonable apart from ""drop_topic_deadline1"". The team need to change this variable name to something more precise other than that Good job following naming conventions!"
1,"Some functions have the same code deleted and added again which could've been avoided, like� schema.rb line 105 & 110, lines 741-743 & 745-747 and more lines similarly in that file"
1,In the code�topic_id1 and @drop_topic_deadline1 name doesn't seems to follow the ruby guide line and you should probably name them differently like first_topic_id and first_drop_topic_deadline.
1,"none of the functions are too long could find changes where DRY principle was violated the code follows ruby convention and guidelines Although the code is easy to follow , the team needs to add comments for the changes which is currently missing. Good Job!"
1,More comments are needed.
1,This section of the wiki is currently missing. When you write this section be sure to state why you tested certain cases in a particular fashion accompanied with code examples so that the reader can clearly see what was done.
1,The information provided is good but the page is not organised and the code is confusing. Team should work on improving the format of content(the way they are representing info).
1,"Yes, the project is to do 2 things : 1. Stop teams from dropping assignments very late / close to deadline 2. Have different deadlines when assignments are done at different periods. The wiki should be created on expertiza page and not on wikipedia site."
1,"The code you have added in the write up isn't indented, its hard to understand this way. You need to make the write up more readable."
1,"The wiki is well written and contains all required information regarding the project. The screenshots can be included in the wiki and the code pasted in the documentation could be formatted. The team also need to inlcude the test plan section in the wiki. Apart from this , the team did a great work.� �"
1,"Good, but lacks readability. The code is directly copy-pasted�in the approach�section. You could have used the pseudo code with proper explanations. The structure and formatting�should be improved."
1,Write up doesnt include test plan. Good thing would be include the testing steps they have performed. Few screenshots would be helpful as well.
1,"Writeup doesn't has a test plan but in the video they have tested�a lot. Also please add audio as well in your video explaining what you are doing and why so that its easy for the user to understand, otherwise watching 23 minutes silent videos is just to much."
1,I don't see any new tests
1,Crashed for me once randomly. Might be not because of these changes but I am not sure
1,set_proposer is a setter but appears to be used as a getter.
1,"Authors could use empty? instead of checking unityId != ''. Another thing that the authors have taken care of ttml mails but what if the somone needs to non-html mails.� attribute copy_of_all_emails does not look like a good name, it would be nice if they could rename it to email_copy_all or so this help in reader understand as well as in ide intellisense.� Code coverage has decreased� � �"
1,"Commented-out code should be removed (at least one example found in participant_spec.rb). Also, there are some indentation issues as well as other issues flagged by CodeClimate. Otherwise, the code seems to comply with the Ruby Style Guide and be fairly DRY."
1,The code is appropriate but additional comments would make the code much more readable
1,"Comments in code are missing. There are few lines that need to be removed but still exist, it would be nice to delete those eg #emails << assignment.instructor.email� �Function length looks okay, most functions have len < 20 lines which is an acceptable number. Since the code is implementing very specific issues over it has specific local changes.� Other change are okay and ruby like"
1,The background and problem statement are clear and concise. The description of the implementation is thorough but a little too detailed. It relies too much on the source code and not enough on figures and written explanation.
1,"The write-up is well written along with the screenshots attached for the code changes which helps in explaining the issues and changes made to solve those.� Just one suggestion, if you are explaining all the steps and redirection for some issues/changes please keep the content consistent for other issues/changes as well."
1,Problem is well defined but the authors have listed 3 issues that need to be fixed but they have only provided 2 links in the problem statement. It will be nice if they can give the link to the third as well.� �
1,The 'why' part is missing for the code changes. What does each code line of change do? Maybe you'll can incorporate that.
1,"The writeup was fairly specific on how the solution was implemented, although more qualitative description should have replaced the source code dumps. The writeup barely explained why the improvements were needed, focusing on what was implemented.�"
1,"More of what is done is explained. Also, steps to manually test the instance could have been included."
1,"Yes authors have an details about code changes that they have done and why they have done. I would have liked more emphasis on ""why""�"
1,You could have made the empty method end on one line. I think _args could be named args.
1,"The testing of initialize is very well described with descriptions of how and why the tests were written in that particular fashion. However, all other tests are not discussed. When looking at the github it seems that there were many more tests that were not elaborated upon. The test descriptions were included at the bottom of the page but without explanation of implementation or purpose. It would be helpful to include more of the test cases. If anything, it would be a good idea to discuss them without the code inclusion like that of initialize because that section of the wiki is very well presented."
1,"There is no Test Plan section at this time. However, the authors did include some discussion of edge cases and the fact that the initialize function required testing of known success case and potential failure. I think that this is sufficient without the inclusion of a Test Plan section. I would suggest that since this rubric calls for the section to just rearrange the content of your current page. Also, include the additional edge cases that you have already tested for in the other functions possibly with some specific examples. This will allow for a more thorough Test Plan section."
1,The pseudo-code test plan does a good job of explaining the functionality of the tests without being clogged up by implementation details. I do suggest putting it closer to the top of the wiki page though.
1,"This doesn't apply here much as its just writing testcases. However some of the tests documented in Menu like Mean with role and without role are confusing. I had to look through the entire doc to figure out why is that written that way. It could be better to have comments as to why a particular test is written , what does it test and why is the expected output the way it is."
1,"Does not apply much.But instead of using names like temp and temp 1, a more significant name which is self explanatory of its content will be useful."
1,Rspec code looks good.Proper comments and good variable name usage are 2 things i will suggest to improve. Very good work overall.
1,"1) No, they have modularized well. 2) No 3) They could have provided more comments on tests where they set nodes at few places. 4) They could have used factories more extensively, due to various mock data they might have needed to cover different inputs 5) Their code can be more DRY, as they seem to repeat instantiations in all places"
1,Their tests are very straight-forward and can be extended to test few edge cases
1,"The whole wiki page is complete and neat, while it might be easier to understand if they reorder the test plan with other parts of the page."
1,Test plan is given a appreciable thought and team has also implemented test scenarios mainly in�student_task_controller_spec.rb Would�suggest team to try and increase test coverage.
1,"I could only see 3 commits with no significant file changes. I would request team to add and contribute the changes as soon as possible. With the present changed code, methods names and variables and class names are proper with reasonable naming conventions."
1,Link to the pull request is missing. Please add it.
1,"The variables, methods, and class names do seem to follow proper convention and are suggestive of the functionality they are being used for. In some cases they could have used a liitle more desciptive names for variables for example inside app/helpers/student_task_helper.rb� they could have used background_colour instead of rtn as a variable name in the due_date_color() method. It will become more readable for the reviewers to understand the functionalities."
1,"@all_task vs @student_tasks  � The name 'all_task' does not sound appropriate. It should be student_all_tasks. � 1. all_tasks => student_all_tasks � 2. student_tasks => student_available_tasks � 3. current_student_tasks => student_current_tasks 4. past_student_tasks => student_past_tasks � � Also, the filename will_paginate_array_fix.rb�seems misleading to me. A better name would have been support_array_pagination.rb. � Also, I am not sure this file should be in the initializers, as it is just a require statement. May be this should be included in the places where the pagination is required, instead of loading it�during app initialization.� � � �"
1,In due_date_color switch case would have been a better approach�then if else if block. Lots of code that is done in view�can be moved to the controller. Follow MVC architecture.�
1,�The functions seem to be implemented in a good manner and the code seems to be DRY.. In some cases though the authors could have improved as in the i app/helpers/student_task_helper.rb� file. In side the due_date_color method they could have used case expressions in Ruby instead of the if else logic implemented as that would be a more Ruby on Rails way of doing it. As it will reduce the lines of code as well as being a more elegant way of handling it.
1,"In the due_date_color(due_date), instead of hardcoding the color vs interval, it would have been more useful if those are pulled from a config file. That will make the implementation more flexible � Similar hardcoding found in  1. list_student_tasks: per_page: 10 2. breaking_word_wrap: breaking_word_wrap(student_task.assignment.name,40 ) � � Use of inline CSS element, could have avoided by using a simple css class. Such harcoded stuffs make the view strongly coupled with the style elements, which could have been avoided. <hr style=""height:2px;border:none;color:#e3e3e3;background-color:#e3e3e3;"" � Also, the UI changes are not showing up properly aligned. Please see the attached screenshot �"
1,I feel some comments can be added before every function for the code to be understood better.
1,Can not find any video or link or Ip address link to manually test the changes. I would request team to deploy the changes so that we can test the system partially.
1,Can't test as the link to the deployed application is not given nor the screencast video link is provided. Please include either of them.
1,"Student dashboard � Please see the dashboard. The UI elements are not properly aligned. The title ""Current Assignments"" is not where it should be.�"
1,Writeup is readable and written properly. Team could have added code snippet and pictures of changed or improved functionality. Also team could work upon formatting and could also add links and references.
1,The wiki documentation has been updated. All the information has been documented in a neat and logical manner. The write up adequately provides what functionality the work is related to. The project changes to the code have been described in paragraphs which could have been better if they could have updated with code snippets and screen shots of the tasks at hand.
1,The writeup is clear. It is easy to understand what the project does. It would be better if you can put in more code details and major pieces that do the important logic.
1,"It feels like test plan only covers one aspect - ""changing of the background color for tasks as we approach the deadline."" � here are other aspects which can be automated for testing, perhaps by Rspec or the likes:  Add past due assignments to the student�s task list (on Student View). -- Verify if they are being added/saved Check for correction in due dates of assignments (when an assignment�s due date is edited, it should be appropriately moved from the �Past assignments� list to the �Current Assignments� list if needed) --- Check if the functionality works. On Student Task page, separate the list of 'teamed with' students from the current tasks box. -- test if this works Write the required tests before implementing/refactoring the methods in the above-mentioned classe"
1,"Yes, Writeup explains the approach taken by team to solve the issue, theoretically. Team could have explained the issues and resolution practically. Also no design pattern or principle were used."
1,It only explains how they did but not why they did. The various approach could have been mentioned in the WIKI.
1,The authors have documented the steps they did to solve the issues. Although they haven't mentioned any particular design principles or design thinking that went on in solving the issues. They should have� explained all the functionalities of each file they have modified and stated why they have modified the particular file. One thing they could have added were class diagrams and dependency maps. Or some pictorial representation of the flow of each task which will help the reviewers and instructors to quickly catch up on their idea.
1,"It is better to state the change of the feature or added feature with diagram to show the difference, to state what remains the same and what is added or update understand certain circumstances.�"
1,Functions are named properly.
1,"The functions are not too long so the code doesn't have to be extracted into separate methods. More comments�could have been added for easy understanding of the code. The code follows the Ruby style guide and the code looks refactored, statements ""unless"" keyword are written in a single line."
1,The author's work is implemented well and is implemented as expected. Few edge cases can be written to test the code completely.
1,"Yes, I was able to understand the issue as well as the solution overall. But I couldn't understand why there is a need to append a team name to an assignment. It was just mentioned that it is done in other part of the code as well. Mentioning that would have given me a better idea."
1,"The write up has been written well. There's obviously some additions possible to the write up. The code changes/additions have been shown, I would recommend description of why those changes/additions were made. I would also suggest the team to standardize the size of their screenshots.�"
1,"The how part is clear. As to the why part, thought they have clearly mentioned the the problem statement, i think a little bit more of an explanation could go into why is that actually a problem."
1,Could not see test plan as well as automated test cases are not included Team could work upon adding test cases to test the functionalities. That would make the issue resolution more robust.
1,"Some checks fail in the build. But I feel that few checks are much intricate (one failed because of a score of 15.07/15) and can be neglected. The TRAVIS CI Build error was faced by many teams too. The namings are not unclear or ambiguous. goto_controller('Questionnaires','3') goto_controller('Review','3')  �"
1,"The code is well written and very understandable Newly defined function parameter name is�self-explanatory Suggestion: 1. Rubric Array can be declared outside the function, so as to follow DRY principle.� 2. Meaningful comments can be included for the function definition in tree_display.jsx, explaining what does the tree_display represent"
1,The code is nicely written 3 More comments needed 5 Not DRY in one place (rubric array definition) � Suggestion: � 1. Simply define a getRubricArray function to return the rubric array wherever required.
1,"After manual testing, issue 1 seems to be fixed and reflects the changes properly. Nothing seems to be done to fix issues 2 and 3 of the problem statement. Suggestion: 1. You can include any approach or design of functions to resolve remaining 2 issues in the writeup"
1,"The Fixes Required part has been explained well with the cause of the issues. But, more light�could be shed on what the formative and summative rubrics are."
1,Writeup is written well. Understandable and clean explanation. Team has explained the problem statement and issues well with good amount of pictures. Team can improve on formatting.
1,The writeup was written well enough to understand. Screenshots were also attached along with the steps making the documentation better. Can definitely understand what project does and how it is done.
1,"The wiki is well written and contains all required information for issue 1. The documentation for other issues still needs to be included. Apart from this , the team did a great work.� �"
1,"The writeup is lucid enough to explain the details of the issue and how the system works after fixing it. Suggestion: 1. The authors can add a section on testing, explaining about how the issue fix can be tested. 2. They can improve the readability by mentioning issue numbers (from document issued by the prof.) on the write-up. It will save time of the reader to go through the document and map which issue has been fixed."
1,"� I could not see any test plan. Team could work on writing test plan and implementing�the same for the issues resolved. Also where team is failing to implement some functionality, as future scope, they can try design the solution and also test cases for the same,"
1,What and how explained well but they explain the why behind their actions a bit more.
1,"Writeup is written well. No design principle or pattern involved, But the approach taken is explained in detail, step by step.�� Team could add references and links. �"
1,"The writeup�explains the problem statement well, but fails to explain the approach and just have pasted their code. It also fails to have a reasoning behind the approach they chose. Suggestion: 1. The author can describe how they came up with an approach starting from analyzing the issue. This will remarkably improve the writeup. 2.�The author can talk about atleast one more approach to fix the solution and explain why they chose a particular approach for implementation. �"
1,"As mentioned earlier, they have not considered testing at all at this point and hence, we are assuming that they are to implement testing at a further point in the project. Of course, mentioning an approach to the testing framework and how they would be going about it would have helped.� �"
1,The Test plan is not a part of the writeup. The team can improve upon this by following the general guidelines of writing the document. The test cases can be coherently designed following the Better Specs documentation. The team must have the test cases designed that span the required goals.
1,"The variables, methods and class names used do not justify the features performed and do not implement the desired functionality expected. Also, the code added does not improve the coverage of the files. The team should look towards using appropriate names and provide desired code segments to get a high coverage."
1,"The functionalities relating to Questionnaire have been moved to Questionnaire from QuizQuestionnaire which is very helpful. Suggestion: 1. You can try to create sub functions for code inside create and view, as they are really long functions"
1,"�(1)Functions are still long, save choice and save quizes are the top two, consider increasing more internal methods"
1,The code contributed does not follow the test rule in that the tests are made using create instead of build. The code functions do not implement much function and does not follow the Ruby style guide. The team should focus on getting the tests running by following the DRY principle.�
1,The writeup can be improved to begin with a short description of the project backgound so that anyone reading the writeup can understand what the project is all about.
1,"Unfortunately, no mention of the word ""test plan"" has even taken place in their whole Wiki page. So, it seems that they are yet to implement the testing functionalities in their project. Although, it would have been better if they had checked if the checks or the tests already existed in the first place in the git repository. � �"
1,The writeup does not have the Test Plan section. They need to include it by specifying the section that describes the pre conditions considered by the team while working on the refactor review on the different question types from the uiz feature.�
1,The writeup should be written in a emore elaborative way clearly stating at the minimum - the problem statement; new implementation strategy; design principles; test plan and references.
1,"The writeup states correctly the changes performed, but fails to provide a reasoning behind every change. Suggestion: You can include reasons behind choosing an approach, for atleast one refactoring code change"
1,"It was difficult at first to understand why they are doing what they are doing. I feel that the information is right there, it just needs better elaboration and description."
1,"Not completely its lacking lot of informations, consider writing the code before and after the changes to explain the changes done"
1,The team needs to provide a list of sections including the test plan and unit test cases that would make it easy to refer to the pull request and the github code. They must also work on designing the wiki page making it easy to read and understand it.
1,The writeup gives a high level overview of the work done Suggestion: 1. You can try to make the write-up more illustrative by discussing which refactoring principles were implemented in which files and how does it make a difference. 2. You can take help of code snippets to make it more understandable.
1,Good description. I think with the use of headings and subcategories it will look good also need lot of conteent to mention the changes done
1,The write-up is pretty ambiguous and feels all cluttered up. Maybe elaborating on few lines and separating the one whole paragraph into bullet points under different headings would have made it more readable and clear.
1,I could not see any mention of test cases in the wiki or github. Team could add/mention test cases surrounding the change that lead to checking the changes in this merge.
1,"Testing for the UI changes has not been done. Maybe they were not supposed to, but if they were, more documentation in the wiki would be helpful."
1,"There is a change in the colour code required, so there was not much of a naming convention to be followed here. Dint find any instances in the attached code where name could be changed. One instance of�is_submitted could be changed to�is_submitted?"
1,The naming looks fine in html file. Although your pull request shows changes in schema.rb file which i don't think you have used any where or had to make changes int it. Probably is went through by default when you pushed your changes. You might want to revert that from the pull request. That way I think your build will also pass.
1,�The color combination could be changed for buttons. Maybe for someone who has a difficulty while differentiating colors (me) faces a lot of problem.
1,Code does follow the conventions. Just that the comments could be better explained for the functionallity
1,"1. Code is simple and written efficiently without long functions, unnecessary looping or dead code. 2. Shown snippet itself is well modularized and no need to be written as separate methods 3. Code is well understandable. 4. Code does follow ruby style guide. 5. Code follows DRY principle. �"
1,"I couldn't login to the deployed website since there were no credentials which I could use. Perhaps the wiki page should have included the credentials for logging into the deployed website. However, from the screenshots it seems that the functionality works."
1,�The page is complete. Only thing which I mentioned is a good color combination is needed.
1,Writeup is written very neatly and in elaborated fashion with understandable images. Team could have added Github Expertiza link and pull request link at the bottom of the wiki page. Also�references and credits.
1,"The write up has not been formatted well, most of it consists of what can already be read from the OSS assignment specifications document. I would strongly suggest the team to include screenshots of their commits instead of using wiki code formatting."
1,"The write up is well documented. There is a clear flow from the code change part to the screenshots of the implementation. It would have been better if there was a screenshot of the code from git or a link to git so that the code changes would have been more defined as per the green and red colour. Also, the code change could be explained more."
1,"There is no separate test plan section, but the test functionality has been shown in the form of screenshots. Could add it under the Testing header in the document so that the code and test would be separeated."
1,"Project does not have test cases included, hence can not check further functionalities. If team is not able to add test cases for exact change, team could add/mention test cases surrounding the change that lead to checking the changes in this merge."
1,"Team has used in-style tags to add CSS styling in HTML pages. They instead need to create an external CSS, define the styling there and use the class names in HTML tags. This provides styling maintainability throughout application."
1,"The writeup clearly explain why the team did the work that they did. Good job on that. The only thing I may have preffered to have as a reviwer is a detailed step by step instruction on how to view the changes made by the team in the app. This could be added in the wiki, or a short screencast could me made to help follow the steps."
1,"Yes, the code change along with the screenshots does explain the ordeal, but the git screenshots and some more explanation would be well appreciated."
1,The tests have been added as per the test plan but some of them have not seemed to have passed. The team could have a look at the tests not passing and work on them.
1,"Code follows standards but variable names can be better and more 'readable'. Another suggestion: declare ALL variables first then use those variables to call methods. When you add/declare variables in between method calls, it looks as though you 'forgot' to declare earlier and added them later. Just a thought !"
1,"Some names are ambiguous, like pptn, I cannot know clearly what this name is for. �"
1,"Please extract all ""let"" to avoid the repeat code.�"
1,"For each cases, it include too many things need to be test, it is better to separate them into different cases. Also, the object used for this test seems not be put into the factory, it is better to make them into factory which is a good practice. The use of context is not good enough."
1,Including basic Understanding of the problem statement and work will help in manual testing.
1,The functionality has been written well. Though I do feel it would have been better if the test cases implemented had been explained in more detail as to what the do.
1,More details required regarding the functionality for which the test cases have been written.
1,"Yes, the team has taken care of it by specially making a section of what is the problem as the introductory section of the WIKI doc so as to make us understand the goals of the project. They have even attached code snaps of the relevant changes they have in mind whilst explaining the error. Although, one questions the details in which they should have gone into explaining the errors and resolution. More mentioning of details is required.�"
1,The writeup has proper instructions but needs some improvements: 1. Explain the problem statement� 2. Explain 'why' you need the solution 3. Explain the steps you took. The code snippets are added but could be improved by adding explanation of the tests. May be adding 1-2 lines can help.
1,There are not enough introductions about what the functionality of the class they will test and what it is used for. The team can introduce more about what expertiza is and what the role of the class will be test and its functions.�
