Mitigation,Comments
0,The write up is not descriptive enough in describing what the team has done in the project however it describes the functionality and the work
0,There is no mention of a test plan in the wiki. From the code it ishard to identify what they are trying to test and how. Even the code is not commented.
1,"The writeup does not have an explicit Test Plan section. The work you did looks promising but you could have included all the cases that you considered in the writeup. Again, I understand there is a not a lot to describe, but it is difficult for a reviewer when not all aspects are described in a proper manner."
0,A little bit more explanation on what was Two Node Cycle or three node cycle does would help the reviewer understand in more detail on what test is being accomplished through this task
0,The writeup lacks the Test plan section. The work has been implemented but it could have been made better by assuming all the boundary conditions.
0,The Wiki doesn't introduce the exact functionality of the on_the_fly_calc model.
0,The Wiki only doesn't explain how and why the authors did the work. More is about the schedule and how to test.
0,"Not enough. The test plan should have the detailed process of testing including the why and how you set the condition, and something like that."
0,It doesn't provide the link of pull request.
0,"I can see there are some repeated lines, particularly the 'let' instruction. I think many of the test can share the same data, so it is better to combine them at the beginning."
0,The code failed when I test it on my VitualBox.
1,"They got Plan of Work instead of Test Plan which I think is almost the same thing. In this section, they concisely present their plan and it turns to be reasonable and easy to understand. But it just briefly talked about the main steps they've taken and it's too short to cover different-conditions, edge cases, etc."
0,"The writeup is extremely extensive, covering every detail of background information, the project, the development plan, and even details on each unit test."
0,"The team has explained the testing part properly.They have mentioned why they have created a specific number of tests-(Here 16) to test the functions in the model file. Each test is properly explained.They have mentioned ""using factories""  in the Test Entries creation section and I'm not sure if they are referring to the Factory command pattern."
0,The project is based on Testing and the team looks to have covered many test cases. You can include a section explicitly called Test plan just so that reviewers can put a tick mark on that criteria
0,"I can see that the author has added tests, but since the pull request into the Expertiza project was not made I cannot tell if they pass or not. These tests are all thorough and follow the test plan well."
0,"All the test cases seem to have been covered which was mentioned in the test plan,itsgood that invalid, valid and null test cases in  have been taken into consideration."
1,Yes. They follow the steps and convert everything to code.
0,The team has converted all the tests covered in the test plan into automated tests. They have rigorously tested every aspect that they were planning to test.
0,"No, for the seventh part in their Test Plan--the test for function items_for_permissions, they only test the first situation. But they miss nearly all the situation they mentioned in 7.2."
0,The web address of pull request is not provided.
0,"First off the code does follow the test plan described, which means that it is very likely a thorough and complete test plan.


The strings following the 'it' statements should read like a sentence, and some of yours do not (ex. it ""Find or Create by Name""). Also the 'it' statements in the spec file could be organized better with a 'context' statement to help group the statements together."
0,"The code mostly deals with testing the code, thus there seems to be very few or no variables being involved"
0,"Since it is a unit test for a given model, there is much space to rename methods and classes."
0,I couldn't find their pull request so it hard to know if the test coverage has increased or not. The naming convention is easy to follow and is per the functionalities. As there is no pull request I can comment any further.
0,"(NOTE): I was unable to find the PR, these results are from their fork


 


Names are intuitive & test descriptions are clear."
1,The variables are all necessary.
0,"The normal level of unit test I think is describe > context > it. Describe is for the class, context is for each method and it is for each condition. And I think the code lacks the context level without schedule the tests into each method. It makes me uncomfortable when learning the code."
0,"All testing functions (or in this case 'it' statements) are an appropriate length.


Even though spec files are supposed to be self-documenting you still need to add comments to aid the understanding of the reader. Again with the organization of the test file, I would recommend using the 'context' statement to help with grouping."
0,"There are no comments which makes it extremely difficult to follow what each piece of test case is exactly testing, other than that everything seems to be working fine"
0,"The code follows good ruby and rails practices and is easy to follow. However, I think adding comments would have made the functionalities easier to understand."
0,I could not find code contributed through a pull request. However I looked at the Github link provided in the description and that seems to follow most standard Ruby styling guides. No function is longer than necessary. There are a few redundant spaces and empty lines that could be avoided like on line 59 of the menu_tem_spec.rb file. Also I would suggest adding more comments to make the code and tests more readable.
0,"(NOTE): I was unable to find the PR, these results are from their fork


 


Code is simple, clear, and easy to read."
0,"1. no comments


2. Under ""describe MenuItem do"", they use many tests to test all the situation separately without classifying these tests based on different functions. They should use different contexts to divide the whole tests into 7 parts as they discussed in the Test Plan."
0,Since the code is the test file it does appear that the test classes pass on my local machine. I cloned the repository and all the tests passed.
0,There was no screen cast added so there was no way to verify the features
0,Yes. They have completed the test and the coverage increases.
0,The code works fine and all the features are properly implemented. The features do work for all the edge cases. Everything is well implemented.
0,"(NOTE): I was unable to find the PR, these results are from their fork


 


The tests appear to  pass with 100% coverage, as listed."
1,"Yes, the Wiki introduces the functionality of the work related to."
0,You do a great job giving background about Expertiza and the usefulness of Unit Testing and behavior driven development. I wish you would have added a thorough description of the purpose of the model that you are testing in the background section rather than in implementation. I still think this merits a five because I did have a good understanding of your portion of the project after reading the wiki.
0,"Amazing job in representing what the intention of project is and what they want to achieve and how to intend to achieve.


There does seem to be a lot of boiler plate data which can be avoided something like information about BDD and Unit test could be avoided."
0,Perfectly well-organized with lots of details.
0,"The writeup is very descriptive and clearly defines what the goal of the project is. The team has very painstakingly defined every aspect of the project. Everything is explained with the help of a screen shot, which is very appealing and easy to understand. However, I feel the initial part is a bit redundant and is not at all necessary."
0,"The writeup for this project is well written and has a lot of information that lets the reviewer know what the team is trying to accomplish. They have well formed sections that gives a nice flow to the task at hand. I did not have to go to the project description file to understand what the project was about. You could also consider showing test cases that failed earlier and that were fixed now as part of the wiki. That would give an idea as to how thorough you were in your implementation. Also, avoid using excessive descriptions about things other than the project description and instead consider providing a link to the user in case he want to read more (For eg: BDD). Overall, well done."
0,"Project write-up has clear background, plan, implementation, and review material."
0,i think they make a pretty good wiki page. They explain their task purpose and test plan well. They introduce the 7 functions in the model and their corresponding test plan in details.
0,"Yes, it does."
0,"The wiki does explain how it tested all possible scenarios in the Testing Conditions section. Based on reviewing the code I found that all conditions were covered. The test plan for this does appear complete, and if the implementation follows this test plan it will test all conditions."
0,"The project is about testing the project, and thus it naturally includes test plan. in each test case there is mention of valid and null cases which makes it clear that they have made a good check of corner cases"
0,Yes. The plan is easy to follow. They did not include any specific pre-conditions in the plan but they did in their steps. That is a nice arrangement.
0,The test plan seems to cover almost all the edge cases which is nice. The team has very scrupulously tested the model which is commendable.
0,"The test plan looks to be complete, considering this is a test case development project. Based on the wiki, the team has identified most of the test cases they need to deal with for each module that they are working on. The wiki says they have completed 13 test cases. This seems to be handled well by glancing at the writeup."
0,"The tests listed test an extensive amount of edge cases and invalid values, and are extremely thorough. This can also be seen in their 100% line coverage achieved."
0,"I think it's clear but not that detailed. The Wiki introduces all the things including the functionality of the menu item model, the meanings of each testing condition and other background messages. But I think you use too much space on the background. What I am really interested with are the the functionality of the menu item model, the meanings of each testing condition (these 2 are implemented but need to be more detailed) and the process of each test (like why I want to set this kind of input and output)."
0,"The writeup is quiet clear. The objective has been clearly stated and the goals of the teams have been mentioned. I like that the part that the team was unable to finish has been stated. The wiki also states what the team plans to do before the next submission which is neat. The appropriate code snippets have been added to show the change. However, I feel the explanation provided for each of the changes is a little short. You could try to explain it in some detail along with mentioning the functionality of each part with comments which would make the wiki absolutely easy to follow."
1,"Yes, for the most part, the implementation is intuitive as it just attempts to solve the problem statement so there is no problem in understanding or following the implementation. The team has written the tests quite well describing most of the cases, though missed a few. In this case, I don't think there was a need to use any design pattern as most of the changes are in the views and the controller methods are quite small too. However , I feel the implementation of the first issue 'Change create topic UI to AJAX' was not described in detail. The code snippet for this change in the code have not been added. I think a detailed explanation about the changes made and why they were needed to be made along with some code snippets would have made it easier to follow for someone not having enough background on AJAX."
1,"There is no formal test plan. But this team has done a lot of testing.  Most of the different cases have been thought about by this team, but it misses some of them. Some of the missed scenarios to be tested before the next submission are :


1) If you login as student, you can't add/delete topics in the table


2)Ensure students cant see which students are on other topics


I suggest to use the coverage report generated by SimpleCov to see which part of the code has been missed and write tests accordingly."
0,"The newly added code has reasonable method and method names. There are changes made in three types of files. Controllers , specs and views. The controller method names are apt as they each describe a particular action being performed following ruby conventions. The instance variables defined are also very intuitive as suggestive of their functionality. In the controller methods, there are two variables suggestions and suggestionscomment. Most likely suggestion comment refers to the suggestion associated with a comment. However , I think maybe this variable should be renamed as comments_for_suggestion just to avoid any ambiguity. Also including   underscores in variable names is more ruby like."
1,"The code is well written by this team. The ruby conventions have been followed. The code is reasonable DRY, however I have suggestion which can contribute towards making the code DRY


@suggestioncomment = SuggestionComment.new(vote: params[:suggestion_comment][:vote], comments: params[:suggestion_comment][:comments])


    @suggestioncomment.suggestion_id = params[:id]


    @suggestioncomment.commenter = session[:user].name 


 These lines have been repeated in three methods , add_comment, approve_suggestion and reject suggestion. This part can be extracted in a separate method and called each time to avoid repetition. 


 </"
0,"There is no formal test plan provided by this team. However, this team has done a lot of testing.  You all know the edge cases that still require testing as they have been mentioned in the wiki. Include these tests in the next submission and you are good to go. Also I suggest to look at the coverage report generated by Simplecov to see if there are any unanticipated conditions that you might not have thought of. This will make your work full proof."
0,"Since the repo has not been deployed, I have cloned the given repo and ran it on my local machine. The suggestion functionality is working correctly. Suggestions can be added and remove. The instructor can approve or reject a suggestion as well as add comments and vote for the suggestion. This is neatly implemented. There is a slight error. When I click on edit comment and submit, the app breaks showing no routes found error. I suggest look at the routes generated, maybe you have missed a mapping link between the submit and a controller action. 


The other two issues, I couldn't figure out how to test it through UI as there is no guide provided on testing. Thus , I ran the said spec files. 


In assignments_controller_spec.rb, the test fails and I get an error saying undefined method visit and in sign_up_sheet_controller_spec.rb , I get an error of getting nil flash error message. You should look into these tests. Or maybe the functionality has not been implemented yet.


I don"
1,"The write up is well documented. It clearly states the issues to be solved. They have also stated the parts that have not implemented and what needs to be done.


The changes made could be explained in details as to why they are made. They have only included the code snippets which makes it difficult to follow the changes."
0,The problem statement did not require any implementation of design pattern so cannot comment on that. The contributors have written descriptive tests.Issue 971 could have been explained in more detail as to how and why the changes that are made were made. It becomes a little difficult to follow.
0,There is no Test plan included in the documentation. But the contributors have done a lot of Testing though missed a few which are mentioned.
1,"Most of the variables and methods created are named reasonably and are suggest the functionality of the variable. The code written follows ruby conventions. 


Suggestion: for some variable names in order to make the code ruby like they can use snake_case for variable names."
0,Functions in the code are small and depict single functionality. Although there are few lines which repeat in some of the methods (related to suggest comments) which can be split into a separate method making the code DRY.
0,No Test plan was included in the documentation. But most of the part of the code is tested. And tey have also included the tests which need to be written.
1,"As the code was not deployed, after testing the repo locally I was able to tset the suggestion functionality. Was able to add comments but incurred an error while trying to edit comment. Routes for this have not been set.


Was unable to test UI fro the other two problems. They should include guidelines as to how to test the functionality next time.


While running Tests:


Tests for assignment_controller fails stating an error for nil flash error message."
0,They give a very detailed test plan including all the possible situations.
0,The write-up of the methods tested is excellent. Every detail down to the parameters of the methods that are tested is shown. There is an issue on the page in the implementation section where some of the text runs off the page. This is the code block under Test Entries Creation.
0,"They authors have made their intentions and approach very clear in the documentation and how they would approach the problem and what sort of tests they would be conducting, the plan of work gives a detail about what the steps are and the testing functions gives a nice idea about each case."
0,Yes. They have illustrated the requirement and present their work with great details.
1,"The writeup is very well written and describes everything in depth. However, the team hasn't mentioned what design patterns they have used. Also, I think they could have included future scope in their writeup."
0,"The writeup explains well what the tasks were through the 'Problem Statement' and 'Plan of Work' sections. They also provide a description about the modules that they have worked on and have included a testing plan to execute on the requirements. Since this is a test case building project, there is no requirement of any design pattern here although they provide information about BDD which is good."
0,"Writeup clearly explains the background for why the authors took the paths they did, how they implemented those, and the results are clear and easy to read."
0,They don't explain why they do the work they did. And they don't mention anything about design principles or patterns either. But their tests are based on all the possible situations.
1,The team seems to have covered all the cases but they haven't described what the cases are.
0,"The developers are dealing with Test cases and thus their plan of action necessarily includes test cases, based on the code i came across, i would say they have considered almost all the cases."
0,"The intent of the project is clear. However, what was actually accomplished and how it works was not thoroughly described."
1,"The portion of the documentation explaining how the authors completed their tasks and how has not yet been completed. There are headers for, presumably, this information, however."
0,"This project is writing unit tests. However, pre-conditions, edge cases, invalid values, etc. are not mentioned at all. As mentioned before, the part of the documentation which I would presume would include this information has not been completed."
1,"The documentation gives little to no implementation details. Test names themselves seem fairly reasonable, however."
1,"The PR causes the tests to fail and the code coverage to decrease dramatically. Also, there is a lot of commented-out 'dead code'. There are also some 'magic constants' which are not explained. Otherwise, however, the tests do seem to be very extensive at a glance."
0,"No ""Test Plan"" section is present. However, this project is itself writing test cases."
0,"The test case written, on_the_fly_calc, fails. Details from the failure (From the Travis build) are below:


 


 1) OnTheFlyCalc#scores when current assignment does not vary rubrics by round computes and returns scores


 Failure/Error: score_team[:scores] ="
0,The document was clear on what the problem statement was and how it was to be done . It was a unit test to be written for on the fly calc model . it was clearly conveyed
0,"More information about the model functions / what each function did and what exceptions were tested , would help the reviewer understand it in more easier way"
0,"Plan of work was present in the document. More details about each in a little bit more details , like what are the edge cases being tested if included would be helpful"
0,"As it was a unit testing case , most of the conditions were in plain english and followed the boiler plate criteria . Everything was intuitive to read through"
0,"Different test cases were written for different functions . If there was a chance of making the code dry by adding more number of common test cases to be used, it would make it look better ."
0,public function interfaces were seen to be tested .After talking to the team. it was know that few test cases were to be removed because of the problem with parent model file.
0,All test cases were not complete for this project
0,"I believe it gives a good basic understanding and even laying out a plan of work, which I think is a good touch. What I wish was explained more, was what exactly does on_the_fly_calc_spec.rb do? You explain the places where you need to add tests, but I am having difficulty simply understanding the point as to the model and tests. The names themselves arent even defined enough to provide me the insight, so I would recommend explaining the point of the project in that regard. As such, what functions would performing these tests provide to Expertiza? What do they do? Explaining this would also help me and any other users the ability to understand how the project carries out these calculations and performs its purported function."
1,"I suppose my answer to the previous area could be used here as well. Basically, I like the way you explain your plan, but i think it would be very helpful for us and yourselves to explain the true function you are trying to bring, besides just saying you are testing this model, but not explaining what it does. I believe you could definitely come up with a great explanation and then this area would be perfect! To be honest, it looks like its a work in progress, as you have the sections made already, and so I'm sure once you explain the sections this area will be fulfilled."
0,"It does in a way include a to-be-added test section, but i'm not 100% if its going to have a more logical format. Before this, they didn't explain their plan beforehand,, which I would recommend a possible next step as well. However, it is yet to be seen what these testing sections will hold, and I cant quite comment on what type of tests they are preparing, because as i mentioned previously, it is not explained what these functions do."
0,"There is not too much to comment on the code, because it is simply a lot of test code, which uses fairly logical names in order to store fake objects. I would recommend delving into why the build has failed and the coverage had a 30% decrease, when this is a testing project, so I would assume the coverage will increase a fair bit."
0,"In some cases, such as when you included this statement allow(on_the_fly_calc).to receive(:score_assignment).and_return('"
0,"There really wasn't much of a Test Plan described, so I can't say they converted the cases. There certainly are test cases described and implemented, so I would assume that in the plan they had, they did do some conversion there."
0,"Unfortunately, as with all of our projects, we can't test them since we can't continuously deploy them."
0,"The writeup is well written and briefly explains all the functionalities. However, the team could have elaborated a bit more about what functionality each of the functions carries out and how these functions are tested."
0,"The writeup clearly explains the purpose of the project. But I guess it is found lacking in explaining how the team has implemented whatever changes they have incorporated. The writeup clearly states which functions need to be tested but what these functions do isn't elaborated. Also, it would be nice if you could explain what a particular test is for."
0,"There is no explicit test plan section. Hence, it is difficult to know what all cases the team has taken into account. Test for invalid inputs could have been implemented."
0,I couldn't find the team's pull request. The team has followed a proper naming convention and it is easy to understand what functionality is associated with a name.
0,The functions are well written but the lack of comments makes the code hard to follow. The code follows good ruby and rails practices.
0,There are four functions that need to be tested. The team seems to have tested these four but the tests aren't exhaustive.
0,Two functions seem to fail and they need to be checked. Rest two seem to be working fine.
1,"Write up is minimal at best for the first round, but that's okay since this is still under development.  I can understand the project clearly since I am doing a similar unit testing project myself.  Your template looks good for now, keep up the good work!"
0,There isn't much about about this review other than what you mentioned in your Thoughts section.
0,Test Plan is just a template at the moment.
0,"Variables names, methods, and class names look good!"
0,"I would recommend trying to build your factories rather than creating them.  The difference between building and creating is that if you build an object, it won't be saved in the database while creating does save it to the database.  The goal of testing is to create objects that you can use for testing purposes, so you shouldn't need to save them in the database.  If you do want to do that, I would recommend cleaning your database with a gem called DatabaseCleaner.  Also, you don't need to re-introduce factory builds if you are already doing them outside of your tests.  You can remove those and your tests should run fine."
0,Can't tell if they pass or not since there is no mention of it.
0,"Can't test manually, but based on what you have in your pull request, it sounds like most of your tests working correctly and you are getting decent coverage."
1,"There are a lot of section headers with text missing. The author does state that the wiki page is not complete yet, but unfortunately, I have to review it based on its current condition. It is not very clear what the purpose of the model under test, on_the_fly_calc_spec.rb, because many of the sections where this would go are missing."
0,"A plan of work is outlined, but the details of each of the steps are not given any details. Since it is a test class there is no need to discuss design principles or patterns. Most of the reason that the section is hard to follow is that many of the portions where the explanation would go are missing at this stage."
0,"Unfortunately, all of the subheadings under the Test Plan section do not contain any content. I cannot review this portion. Please implement this section ASAP."
0,Does not appear to be a pull request from the repository. Looking at the commits that were added the names of variables methods and class names are clear throughout the test plan. The 'it' statements are clear and read like sentences and provide a good level of self-documentation.
0,"(1) Functions are not too long


(2) None of the code needs to be extracted into separate methods.


(3) I would recommend adding more comments to the test file. Even though it is self-documenting this does not remove the need for comments, which could be used to explain how the code tests each condition.


(4) The code does follow the ruby style guide


(5) One recommendation"
0,"Since the project is itself adding tests, and you cannot test a test class in the same way you test a normal class, so I will treat the project itself as part of the test plan. While the test plan is not documented in the wiki the actual testing is thorough."
0,"Running the test class myself it does appear that it covers all of the possible edge cases. The test class runs as one would expect and does appear to add coverage. While I cannot prove this from the pull request I can see the results on a local end, and it appears to be thorough and complete."
0,I clearly understand. The writeup explains everything.
0,"Yes, the authors have explained how they tested the functions in the model."
0,The team has included a test plan section and is details about the functions they covered. But there are some of the functions they did not cover: score_assignment and participant_score. They also seem to have missed out on one of the conditions in the calc_review_score.
0,Comments in the code are missing.
0,"All the test cases authors have provided seem to cover all possible scenarios. Since the objective was objective was to achieve 90% coverage, they did that and left 2 functions untested."
1,"The writeup is really detailed.


Maybe include a little bit more explanation in the problem statement, and hide the links that are showing in the writeup."
1,"Yeah. The work is well explained. They included their implementation, testing, and what needs to be done in the future."
1,Testing is documented in details. And all the cases are tested. Good job.
1,"suggestion_controller.rb#add_comment


@suggestioncomment


maybe the name should be suggestion_comment"
1,"All the functions have the reasonable length.


Codes are well written and easy to understand.


Great work."
1,Yes. They did a great job in testing.
1,"The wiki is quite thorough and explains what tasks the team has been assigned with and how they have approached them. By reading the wiki one can easily understand what the project is supposed to do.


One suggestion for the wiki would be to discuss Issue 926 in the wiki in a bit more depth."
1,All in all the writeup briefly explains why the project is implemented in the given fashion. The only question I had was what why AJAX because I am not much familiar with it so if the authors could have stressed on this in the wiki then it would have been more clear.
0,No Test Plan was included in the writeup.
1,"The selected variables, methods and class names seem reasonable and are suggestive of their functionality. Cannot find any major errors or problems with the naming conventions used."
1,"The functions used are of reasonable size and the code seems to follow the Ruby style guide. Similar to the other projects, I see a lack of comments.


One suggestion would be to add a few comments so that it is easier for someone who is trying to understand what exactly is happening in the code."
0,No Test Plan was included so couldn't verify this.
1,"The code is not deployed so I tried to download the zip from the repository and tried to host the application on localhost but I faced some errors while running the application so I was not able to manually test the functionality. The error that prompted on my command prompt were regarding certain migration but I am not sure if this has to do anything with this particular application.


All I could refer was the wiki and it did not include any screenshots that I could use to verify the working functionality.


So, one suggestion would be to add screenshots to your wiki that would depict the working functionality of your application."
1,"Problem statement simply lists the issues. The issues need to be explained in detail.


Goal is stated very vaguely. How are you improving the functionality? Quantifiable or specific goals will be better.


 


Suggestions:


- Adding a screencast will help better understand the project


- Add screenshots to better understand the project"
0,"Pros:


List of files edited is given in the document. This makes is easier to check the code.


 


Cons:


Design pattern is not mentioned.


While the issue fix solution is given, clear explanation of the code snippet is missing and is hard to understand."
0,"Pros:


Steps to test through UI is clearly given.


Test seems thorough and complete.


 


Cons:


Explanation of test cases chosen and what the expected output should be is not given."
0,"Cons:


- Travis CI build failed.


- There are too many (146) code climate issues.


 


Suggestions:


- Submit link to pull request. This will reduce the time it takes to review as we don't have to search for the pull request in the repository or document."
0,"Suggestions:


- Method 'load_add_signup_topics', 'edit_comment' are hard to understand and can be simplified."
0,Automated tests seem to be thoroughly done.
0,The features work as explained in the document. It was easy to test through UI as the steps were clearly mentioned in the document.
0,"I think they have done a pretty good job at the writeup. I do see a lot of improvements compared to the time when I first reviewed. There were regular commits which shows they have been working in a timely manner. They have added details for testing along with steps and description of each of the steps. They did have screenshots showing that the test cases are passing in the last round of review and the suggestion was to work on screencast, which they have done nicely. They tried to explain their improvements and showed step by step testing."
0,"As far as the writeup is concerned, the writeup in my opinion has all the details I would expect. They have documented the steps for manual testing which is great. I would still add description or comments in the functions describing the intention/purpose of that function."
0,"As per the information provided in the wiki page, they have specified that the tests already existed for the methods. They seem to have added corner cases which were not present before. From the pull request it seems that the test coverage has increased but it does not seem significant to me. However, this shows that they have tried to add some more test cases which is good."
0,"Overall they have followed a good naming convention for most of the variables what that variable is apparent from the name. There some names which I suggest changing like if_condition_1 , if_condition_2.


 Apart from these, I found most names convincing."
0,"Most of the functions seem to be short sized and the code does seem to be modular which is really good. I found one of the methods a bit long (peer_review_strategy in automatic_review_mapping_helper.rb). I would try to see if there is possible methods I can create (if participants_with_min_assigned_reviews is blank, or only one element in participants_with_min_assigned_reviews, prohibit one student to review his/her own artifact) could be a separate function?, then"
0,"I think they have done a really good job at ensuring whether all the tests are passing and they have also added additional corner cases. I would try to see if there are still some additional cases which are missed just in case, this is because I believe the test coverage has increased but not significantly."
0,They did a good job at refactoring the previous code as they did not break it and the tests passed in the first round itself. They have demonstrated their work in the screencast which is pretty neat. There are some issues that I mentioned which could be solved to improve the code quality and increase test coverage. I would try to ask mentors or professor if they can provide any suggestions on how to increase the test case coverage. Apart from that all seems well.
0,the writeup explains the functionality briefly but needs more information about each function and about how the testing of each function is carried out.
0,The authors have mentioned what functions that need to be tested but what these functions do or what test cases they have written and what are these test cases actually testing needs to be mentioned
0,The test cases seem to lack different conditions that can be tested and invalid inputs have not been tested.
0,The pull request link is missing
0,There are four functions that need to be tested and the rest are private functions so the authors have tried testing all public functions although they seem to lack completeness.
0,two tests of compute total score and compute review hash seems to be working well the rest of the two functions need to be checked as they fail.
1,The test cases could have been commented as they are hard to follow as each function that the tests are written for are calling other functions for which the tests call mocks .
0,"The code is extremely well written by following good coding practices


The code does not have DRY principles."
0,The code was committed very frequently.
0,"Yes, the team wrote test cases that were very extensive and it handled each of the scenarios in the collusion_cycle_spec.rb file.The test coverage also increased."
0,"The code has checked the edge cases, the functionality works as expected."
0,"The writeup is extremely good. This is one of the better writeups , I have seen. Each of the headings and future work to test description is extremely intuitive and helpful for any reviewer to review."
0,"yes, the code can be deployed to production as-is. The project can be taken forward by any team and they can implement their future functionality seamlessly."
0,There are no conflicts that need to be resolved.
0,"Y'all just ignored Josh completely.


 


Y'all included an autogenerated file in your pull request and then didn't get rid of it when Josh told you to."
0,Impossible to tell. It's a Mozilla project and they require squashed commits.
1,"Not really possible to tell, again, Mozilla project. It doesn't look like it, though."
0,Irrelevant to this project because the initial steps are too small to test.
0,"Most of what's there is lifted straight from the spec, so it's not very useful.


 


The conclusion is a single, very simple, sentence.


 


It gets the job done, but it's not anything special."
0,"There's not much reason for me to repeat what Josh said, but y'all have a lot of work to do to get it to a place where this can be pulled into servo."
1,I don't really know why this isn't a checkbox? It does.
0,No new code added in the second round.
0,Well written code.
0,Yes. The code runs perfectly.
0,No new tests added. 100% coverage achieved in the first round itself.
0,Well written wiki page. Covers all the topics I would expect to be in the wiki page.
0,Yes. There seems to be no issue with the code and I think it should be good to be deployed onto the production server.
0,The code was good and well written. few modification to the names could have been done while naming the dummy objects
0,"Yes Travis C! passed , but when I enter / look at the details it showed up as failed . It was not very clear


. codeclimate — 39 issues to fix  - had to be fixed which seems to be a general code repition issue which was coming for all testing projects"
0,A good number of commits could be seen after the first deadline
0,27 cases were seen to be written and all of them passed based on the understanding of the tests .
0,This is a testing project and all the test cases seem to have passed now .
0,The write up is pretty impressive . The team has done a good job in describing all the functions and the tests
0,The code / work seems to be done complete and could be deployed onto the production server.
0,Code is very good! Variable names make sense and ruby syntax/style is followed. There could be a little more comments but I think the names of the variables help as a substitute for comments.
0,There were lots of commits! The commits seemed to only fix one thing and one thing alone.  It is very easy to read through them and see what exactly changed (from the description).  Good job committing small changes rather than lumping them together like most group have done.
0,Passed the Travis Cl.  Also thanks for linking the pull request.  I sometimes have had to search for it.
0,"The team completed all test cases and increased the coverage to 100%. Based on the coverage being brought up to 100%, documentation, and youtube video, it seems that you have covered everything you were supposed to."
0,"The youtube video clearly explains the test cases and shows that they all pass.  Additionally, it shows that the coverage is at 100% (clear proof).  I really liked how you explained your test cases in the youtube video.  It made it much easier to understand."
0,"While this project excelled in all areas (best project I have reviewed), the documentation was its weakest part.  The documentation wasn't bad (very good) but was a little hard to read/understand everything. Specifically in the introduction of the problem.  You go into detail of the task plan but I had a hard time understanding it all because the intro wasn't as strong.  The youtube video helped fix this but I think both should stand alone."
0,Yes! It is a unit test that has 100% coverage and has been proven to work.  It definitely belongs in production.
0,"The write up is good, and provides ample explanation, the video is amazing and explains everything very well.


They have understood the problem defination well and they have given proper justification for what each test is doing."
0,"Yes the code is production ready, just mint minor concerns will have to be looked into like spacing and similar block etc, the problems which are specified by code climate, rest everything is done great"
0,The testing video does a amazing job in telling what the test cases were and it explained it well what the test cases do and very well explained video was provided.
0,"Yes the test coverage has increased by 0.8 percent, which is quite a good job."
0,"There are 40 issue conflict, most of which is related to Block has too many lines of code. but its not much comparatively so nice work"
0,Yes there are a number of commits after the last review
0,"variable naming conversions has been taken good care of, DRY code is something they have paid good attention to and they also mentioned the same in the video, the comments even though absent the describe part of the test cases does a good job in describing it.


Overrall a very well structured well though of code."
1,Code is clean and pretty concise. I would recommend maybe adding a command line param for the number of random files generated though. That way when using your script I wouldn't have to change the source to generate a different number of files.
1,"The code seems to be well written and naming is well done , I feel that the code has improved a lot more than it was in round1."
1,"Overall, the code seemed to have been well written. From the comments made on the pull request, it seems like the team has some logic errors that must be sorted out. Other than that, the code is relatively dry. However, in some places, some duplication can be removed. A comment on the pull request was made for this by Josh. Furthermore, there are many comments in their commits. This allowed me to easily go through their code."
1,The code is well written. Looking at the pull request we can see that some changes have been done following round 1 reviews. Though some things are still missing as pointed out in their comments in the pull request.
1,There was new code committed during the second round they are servo_automation_screenshot.py and start_servo.py. The code could have been modularized.
0,"New code was committed in the 2nd round, but not too much. There was a good amount of deletion however."
1,Yes there are changes present for round 2 review. New code requires some more changes but can be removed with small changes.
1,"The new commits came in a single day.From the looks of it, the team would've benefited by making more commits early on in the week. The feedback they would have gotten from Josh would have been very useful for getting the team's contribution merged with Servo."
0,Code was pushed after the first round in github and changes to servo automation screenshot.py were done after the first round.
0,The video was very helpful. The operation of this is very well explained and UI does exactly what it should(since you know what to expect because you watched the video)
